product_name,product_id,listing_price,sale_price,brand,description,rating,reviews
Nike Metcon 5,AQ1189-009,10995.0,10995,Nike,"The Nike Metcon 5 is our most tuned Metcon yet. This means specific stability for heavy lifting, traction made for speed and durability where you need it. It even includes a Hyperlift insert that's compatible with all prior versions of the Metcon. Meet your secret weapon for weight-lifting and high-impact training.",3.7,31
LeBron 7,CU5133-600,16995.0,13597,Nike,"First debuted on the hardwood during one of the King's epic December showdowns, the LeBron 7 returns in familiar festive hues to celebrate the game and the season. Featuring the same supple Team Red upper and black accents as the original iteration, this limited-edition sneaker is expertly engineered for the street and arrives complete with the unmistakable Air iconic to the model.",4.4,7
Nike Air VaporMax 360,CK9670-100,10995.0,18995,Nike,"The Nike Air VaporMax 360 combines 2 legends of Air: the Nike Air Max 360 and the Nike VaporMax. Featuring a full-length foam midsole and VaporMax Air unit, you'll roll through the streets in comfort with bold, early-aughts style.",0.0,0
Nike Blazer Low QS Flyleather with at least 50% leather fibre,CI5546-100,10995.0,6495,Nike,"Inspired by basketball, the Nike Blazer Low QS Flyleather features an innovative Flyleather upper for a premium look and bold graphics by artist Steven Harrington.",2.0,2
Nike SB Dunk High Pro,BQ6826-003,10995.0,8995,Nike,The Nike SB Dunk High Pro pairs iconic Dunk style with a high-top design for a fresh look. A Zoom Air unit in the heel and a padded tongue create a comfortable fit that's made to skate.,4.8,4
Nike Air Max 90 FlyEase,CU0814-102,10995.0,9995,Nike,"Nike Sportswear's first collaboration by the Hatfield brothers, the Nike Air Max 90 FlyEase combines the timelessness of Tinker's original design with Tobie's FlyEase technology. The heel collapses when you step in then snaps back into place, providing quick, easy access to one of history's most iconic sneakers.",4.0,1
Nike Metcon 5 AMP,CD3395-006,10995.0,11995,Nike,The Nike Metcon 5 AMP arms you with stability for heavy lifting and traction for sprints during high-impact training. It combines breathability and durability to be your secret weapon in the gym.,5.0,2
Nike M2K Tekno,AV4789-104,8995.0,7197,Nike,"Drawing inspiration from the Monarch franchise, the Nike M2K Tekno combines real and synthetic leathers with textile for a layered look.",4.4,7
Nike React Kenny 55,CJ3312-001,10995.0,12995,Nike,"The Nike React Kenny 55 lets you rep the classic and the cutting edge at once. The lines are borrowed from OG Nike running shoes like the Internationalist, rooting you to sneaker heritage, while responsive React cushioning adds modern comfort that feels unbelievably soft. Its 2-tone marble print speaks to the duality of the real world. 1 part yin, 1 part yang. Everything in perfect balance.",5.0,1
Nike Air VaporMax 2019,AR6631-004,15995.0,12797,Nike,"Designed for running but adopted by the street, the Nike Air VaporMax 2019 features the lightest, most flexible Air Max cushioning to date. A stretch woven material wraps your foot for lightweight support and stability, while an external reinforcement in the heel secures the back of your foot.",3.8,24
Nike React Element 55,BQ6166-003,11995.0,7197,Nike,The Nike React Element 55 Shoe borrows design lines from heritage runners like the Nike Internationalist and then places it all on Nike React technology.,3.7,31
Nike Air Force 1 Low Retro,CQ0492-001,10995.0,10995,Nike,"The legend lives on in the Nike Air Force 1 '07 Men's Shoe, a modern take on the iconic AF-1 that blends classic style and fresh details.",4.5,2
NikeCourt Zoom Cage 3,918193-700,10995.0,13495,Nike,"The NikeCourt Zoom Cage 3 offers zoned durability with a lightweight, pliable overlay that moves with you. A Zoom Air unit in the heel delivers a low-profile ride with responsive cushioning.",3.6,20
Nike Air Max 90 Print,AQ0926-001,10995.0,12995,Nike,The Nike Air Max 90 Print Men's Shoe keeps the classic design lines of the 1990 original. It features a combination construction and rich mixture of materials and colours.,0.0,0
Nike Metcon Sport,AQ7489-008,10995.0,7995,Nike,"The Nike Metcon Sport is designed for heavy weightlifting like all Metcons, but is updated for increased agility during explosive movements and speed drills.",3.6,14
Jordan Mars 270,CD7070-009,10995.0,14995,Nike,"Drawing inspiration from four classic Air Jordans, the Jordan Mars 270 is a modern-day remix that offers a heavy dose of heritage, plus an enormous Max Air unit and springy foam for non-stop comfort.",4.6,15
Nike Air Zoom Vomero 14,AH7857-009,10995.0,11995,Nike,"The Nike Air Zoom Vomero 14 takes responsive cushioning to the next level. A full-length cushioning unit works with Nike React technology to deliver a super-snappy, smooth ride. Up top, the sleek design feels durable and supports your stride through every mile.",4.2,23
Nike Air Max 720,CT5229-001,10995.0,15995,Nike,The Nike Air Max 720 updates a modern marvel with iridescent materials. Nike's tallest Air bag provides the most underfoot cushioning for ultimate comfort while iridescent details give your game a lift. Has Air Max gone too far? We hope so.,0.0,0
Nike Mercurial Vapor 13 Academy MDS IC,CJ1300-401,7495.0,5247,Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS IC. The soft upper wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or the street.",0.0,0
Nike Zoom Fly,880848-005,10995.0,14495,Nike,"Built with a carbon-infused nylon plate inspired by the VaporFly 4%—our most efficient marathon shoe ever—the Nike Zoom Fly Men's Running Shoe is the perfect response to the demands of your toughest tempo runs, long runs and race days.",4.3,105
Nike Zoom Fly 3,AT8240-003,10995.0,13995,Nike,"Inspired by the Vaporfly, the Nike Zoom Fly 3 gives distance runners race-day comfort and durability. The power of a carbon-fibre plate keeps you in the running mile after mile.",4.0,30
Nike Air Zoom Pegasus 35,942851-002,10995.0,10995,Nike,"The Nike Air Zoom Pegasus 35 is built for runners at every level, whether you're a seasoned veteran or just starting out. It features a breathable mesh upper with an out-turned collar for Achilles comfort. Down below, the cushioning has been updated with full-length Zoom Air for the first time ever, to deliver a smoother, more natural stride.",3.9,61
Nike Air Zoom Pegasus 36 Trail,AR5677-200,10995.0,10995,Nike,"An icon trades pavement for path with the Nike Air Zoom Pegasus 36 Trail. A perforated mesh upper adds breathability, as double Zoom Air units underfoot cushion your stride. Opposing lugs on the outsole optimise traction on your uphill climbs.",4.6,12
KD13 EP,CI9949-001,10995.0,12995,Nike,"In the game's crucial moments, KD thrives. He takes over on both ends of the court, making defenders fear his unstoppable moves and shutting down opponents with his defensive prowess. The KD13 EP helps him play at an elite level with full-length cushioning and an extra forefoot unit. This EP version is designed with an extra-durable outsole for use on outdoor courts.",0.0,0
Nike Phantom Vision Club Dynamic Fit FG,AJ6959-717,5995.0,4497,Nike,"The Nike Phantom Vision Club Dynamic Fit FG brings the fierce precision of street play to the pitch. A foot-hugging Dynamic Fit collar combines with targeted texture for precision to create a boot for the finishers, the providers and the battlers of tomorrow's game.",5.0,1
Nike Air Monarch IV,415445-102,10995.0,5295,Nike,The Nike Air Monarch IV Lifestyle/Gym Shoe delivers lightweight cushioning and durable support with a Phylon midsole and a leather upper. Flex grooves provide natural flexibility with every step.,4.1,94
Zoom Freak 1,BQ5422-200,10995.0,9995,Nike,"Get your freak on in Giannis Antetokounmpo's debut signature shoe, Nike's first-ever for the international basketball sensation. The Zoom Freak 1 has the extra-responsive cushioning, forefoot stability and multi-directional traction needed to complement his freakishly athletic game.",4.2,30
Nike Mercurial Superfly 7 Academy IC,AT7975-606,10995.0,8495,Nike,"The soft upper of the Nike Mercurial Superfly 7 Academy IC wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or street.",5.0,1
Air Jordan 1 Low,553558-125,10995.0,8995,Nike,"Inspired by the original that debuted in 1985, the Air Jordan 1 Low offers a clean, classic look that's familiar yet always fresh. It's made for casual mode, with an iconic design that goes with everything and never goes out of style.",4.6,34
Nike Air Max 95 Print,AQ0925-002,10995.0,16995,Nike,The Nike Air Max 95 made its mark as the first shoe to include visible Nike Air cushioning in the forefoot. The Nike Air Max 95 Print Men's Shoe energises the iconic design with updated materials in a variety of colours and textures.,0.0,0
Nike P-6000,CD6404-800,7995.0,4797,Nike,"The Nike P-6000 draws on the 2006 Nike Air Pegasus, bringing you a mash-up of iconic style that's breathable, comfortable and evocative of that early-2000s vibe.",0.0,0
Nike Mercurial Vapor 13 Elite FG,AQ4176-049,10995.0,21995,Nike,"Building on the 360-degree Flyknit innovation of the 12, the Nike Mercurial Vapor 13 Elite FG adds a Nike Aerowtrac zone to the forefoot and a slightly stiffer chassis to help supercharge traction. Inside, an insole with NikeGrip technology provides maximum interior traction underfoot and lightweight cushioning.",3.5,4
Nike SB Adversary Premium,CT3632-001,10995.0,7995,Nike,The basics get a lift in the Nike SB Adversary Premium. Soft suede and grippy rubber deliver a durable design built to skate. A vibrant print inspired by UV posters creates a look that pops.,0.0,0
Nike Air VaporMax 360,CK2718-003,10995.0,18995,Nike,"Featuring a full-length foam midsole and VaporMax Air unit, the Nike Air VaporMax 360 gives you remarkable underfoot comfort with bold 2000s style inspired by the Air Max 360.",4.1,10
Nike Air Max 720,AO2924-401,15995.0,12797,Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, offering more air underfoot for unprecedented, all-day comfort. Has Air Max gone too far? We hope so.",4.2,62
Nike Zoom KD12,AR4229-003,10995.0,12995,Nike,"Kevin Durant always looks relaxed—until he attacks. His game is reserved yet explosive, difficult to guard and impossible to stop. The KD12 was built for his dominance and endless energy all game long, with the latest innovation in Nike Zoom Air technology.",4.6,18
Nike Free X Metcon 2,AQ8306-407,9995.0,7997,Nike,The Nike Free X Metcon will take you from a short run to your gym workout. Superior breathability and comfort combined with durability and response make this stable trainer perfect for even the most ambitious of fitness goals.,3.4,23
Nike Air Max 90,CD0881-104,10995.0,9995,Nike,"Clean lines, versatile and timeless—the people's shoe returns with the Nike Air Max 90. Featuring the same iconic Waffle sole, stitched overlays and classic TPU accents you've come to love, it lets you walk among the pantheon of Air.",4.7,9
Air Jordan 4 Retro SE,CT5342-007,10995.0,18995,Nike,"As fresh as its first release, the Air Jordan 4 Retro remakes Michael Jordan's 4th signature shoe for today's streetwear savants. Suede and textile materials provide lightweight durability and support, while Nike Air cushioning offers comfort with every step.",4.8,11
Nike Air Max 95 Essential,CI3705-600,13995.0,11197,Nike,"The Nike Air Max 95 Essential takes design cues from the human body. The midsole represents the spine, graduated panels are the muscles, the lace loops are the shoe's ribs and the mesh upper is the skin.",0.0,0
Nike SB Zoom Stefan Janoski Canvas RM Premium,AQ7878-003,10995.0,7995,Nike,"The Nike SB Zoom Stefan Janoski Canvas RM Premium pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible outsole for better boardfeel right out of the box.",1.0,1
Nike Phantom Venom Academy IC,AO0570-810,7495.0,5247,Nike,"The Nike Phantom Venom Academy IC is engineered for powerful, precise strikes that win games. Ridges on the instep create spin to control the flight of the ball, while the herringbone outsole provides the traction needed to unleash at any moment.",0.0,0
Nike Air Max 270 React,CT5528-001,14995.0,8997,Nike,The Nike Air Max 270 React takes comfort to the next level by adding Nike React foam to the eye-catching Max Air unit in the heel. A camo print adds a fresh look to this streetwear staple.,0.0,0
Nike Zoom Rival Fly,CD7288-001,7995.0,6397,Nike,"Inspired by Japan's Ekiden relay runners, the Nike Zoom Rival Fly features a futuristic look with a Zoom Air unit in the forefoot that gives you responsive propulsion. Flex grooves underneath optimise toe-off and soft foam cushions your stride. The mesh and synthetic upper blends strength and breathability.",5.0,1
Nike Mercurial Superfly 7 Academy MDS TF,BQ5435-703,10995.0,8995,Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0.0,0
Nike Pegasus 36 FlyEase (Extra Wide),BV0612-001,10995.0,9995,Nike,The Nike Air Zoom Pegasus 36 FlyEase (Extra-Wide) maintains everything you love about the Pegasus and adds a zip for effortless on and off. The no-tie lacing system adjusts easily for a secure feel as you tackle your miles.,3.0,4
Nike ISPA Air Max 720,CD2182-001,17995.0,14397,Nike,"Utilising the latest innovations and Nike's ISPA project—which touts a philosophy of improvise, scavenge, protect and adapt—the Nike ISPA Air Max 720 delivers smooth cushioning. It features an extra-large air unit, providing support along with innovative details inspired by modern life in the city.",3.0,4
Air Jordan OG,133000-106,10995.0,11995,Nike,"First released in '98, the Air Jordan OG was designed for the women's basketball community who wanted an AJ all of their own. The original Air Jordan for women has dimpled leather and midsole sculpting inspired by the AJ13.",0.0,0
Nike Air Max 270 React ENG,CJ0579-400,10995.0,14995,Nike,"Refresh your step in the Nike Air Max 270 React ENG. Featuring the same details as the OG, it offers sleeker lines and radiating TPU fingers that illuminate your fresh style. Lightweight, no-sew materials create a modern aesthetic that looks as good as it feels.",0.0,0
Nike Epic Phantom React Flyknit,BV0417-401,12995.0,7797,Nike,"Soft to the touch, the Nike Epic Phantom React Flyknit is lace-free for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit upper feels as though the Phantom ""disappears"" as you run.",4.4,12
Nike Air Zoom Pegasus 36,AQ2203-003,10995.0,9995,Nike,"The iconic Nike Air Zoom Pegasus 36 returns with more perforations and engineered mesh in the upper, which strategically target breathability across high-heat areas. A slimmer heel collar and tongue reduce bulk without compromising comfort, while exposed Flywire cables give you a snug fit at higher speeds.",3.6,23
Jordan Aerospace 720,BV5502-600,10995.0,16995,Nike,"With more Air underfoot, the Jordan Aerospace 720 delivers next-generation comfort with signature Jordan heritage.",5.0,1
Nike Air Max Plus III,CD7005-001,10995.0,15995,Nike,"Featuring the same Tuned Air technology that originally put it in the sneaker history books, the Nike Air Max Plus III updates the look with TPU fused to the upper while paying homage to the iconic colour fade.",5.0,1
Jordan Hydro 8,CD2803-001,10995.0,3995,Nike,"Made for athletes to relax in pre- and post-matches, the Jordan Hydro 8 works as an everyday, anytime slide. It offers the plush cushioning of a Solarsoft foam footbed and an adjustable strap.",4.0,1
Nike x Undercover React,CJ6971-001,16995.0,13597,Nike,Jun Takahashi's vision of chaos and balance comes to life in the modern age. The Nike x Undercover React pairs a classic welly with several technologies to create a shoe unlike any other.,3.7,3
Nike Air Max 90/1,AJ7695-100,10995.0,14995,Nike,"Featuring lightweight cushioning, the Nike Air Max 90/1 Men's Shoe updates the classic design lines of the 1990 original with modern details while maintaining the signature look.",0.0,0
Nike Air Max 98,640744-016,16995.0,10197,Nike,"The Air Max 98 rode the wave of its legendary predecessor, debuting with full-length visible Air and fluid design lines. Now it returns, sporting the same signature look and a new run of colours.",4.1,9
Nike Air Max 200,AQ2568-100,9995.0,5997,Nike,"With exceptional cushioning and modern detailing, the Nike Air Max 200 radiates cool while providing extreme comfort. Its design is inspired by patterns of energy radiating from the earth—like the flow of lava and the ocean's rhythmic waves.",4.5,13
Nike Air Max 90,CT2007-100,10995.0,9995,Nike,"The Nike Air Max 90 honours the OG with a revamped design that replicates the initial 1990 release. A ""clean slate"" colourway celebrates the shoe's 30th anniversary with the iconic Waffle sole.",5.0,1
Nike Air Max 270 React,CI3866-100,10995.0,12995,Nike,"The eye-catching Max Air unit and full Nike React foam midsole deliver unrivalled, all-day comfort. It's soft, minimal collar contours to the heel for an amazing fit.",0.0,0
Nike Air Max 1 Premium,CU8861-460,10995.0,11995,Nike,"The joy of sharing a meal around the table is brought to life on the Nike Air Max 1 Premium, with top-of-the-line materials and finishes that draw inspiration from traditional Chinese ceramics. Everything, from the graphics themselves that nod to recognisable Chinese patterns, to the shoelaces, which stand in for chopsticks, brings to mind the meals that make memories.",0.0,0
Nike Tiempo Legend 8 Club MG,AT6107-606,10995.0,4495,Nike,The Nike Tiempo Legend 8 Club MG takes the touch of textured synthetic leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,0.0,0
Nike Air Zoom Terra Kiger 6,CJ0219-400,10995.0,10995,Nike,"The Nike Air Zoom Terra Kiger 6 is built to take on wet and rocky trails. Lightweight in design, it features a sleeker look with a woven heel for a secure fit and feel.",5.0,2
Nike Air Max 97 Utility,BQ5615-002,15995.0,11197,Nike,"The Nike Air Max 97 Utility puts a cold-weather spin on a classic style. Synthetic panels, engineered rubber and reflective design touches let you feel secure when hitting the streets.",5.0,1
Jordan Jumpman 2020 PF,BQ3448-400,10995.0,8995,Nike,The Jordan Jumpman 2020 PF delivers lightweight support for dynamic play on the court. A textile upper and secure midfoot webbing keep you moving freely during possessions.,5.0,2
Nike ACG React Terra Gobe,BV6344-001,12995.0,7797,Nike,"The Nike ACG React Terra Gobe combines rugged durability with ACG style to get you where you need to go in comfort. The textile and synthetic upper is breathable and durable, and Nike React technology in the midsole provides an extremely smooth and comfortable ride.",3.7,19
Nike Air Max 90 SP,CQ6639-001,10995.0,15995,Nike,"The Nike Air Max 90 stays true to its OG roots with the iconic Waffle outsole, stitched overlays and classic TPU accents. Fresh colours give a modern look while Max Air cushioning adds comfort to your journey.",0.0,0
Nike Air Force 1 '07 Essential,AO2132-401,7995.0,5597,Nike,"Hoops in the park, Sunday BBQs and sunshine. The radiance lives on in the Nike Air Force 1 '07 Essential, the b-ball OG that puts a fresh spin on what you know best: crisp leather, bold colours and the perfect amount of flash to make you shine.",4.4,5
Nike Joyride Dual Run,CD4363-103,10995.0,10995,Nike,The Nike Joyride Dual Run is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,4.8,5
Jordan Proto-React Z,CI3794-600,13995.0,11197,Nike,"Inspired by spacesuits, the Jordan Proto-React Z has a futuristic look with a fit and feel made for all-day wear. Responsive cushioning gives you more bounce with less weight, while an aeronautics-inspired shroud and snug bootie help keep you strapped in.",4.6,5
Nike Air Max 270 React LX,CK4126-001,13995.0,8397,Nike,"The Nike Air Max 270 React LX dresses up a forever-fresh sneaker. The elevated upper rests on Nike's first lifestyle Air unit and the softest, smoothest and most resilient foam yet for an incomparable ride.",0.0,0
Nike AF-1 Shadow SE,CQ3317-001,10995.0,9995,Nike,"A fun, playful twist on a classic design, the Nike Air Force 1 Shadow has a layered upper, repeated graphics and an exaggerated midsole that will make them think they're seeing double.",0.0,0
NikeCourt Air Zoom Vapor X,AA8030-108,10995.0,14995,Nike,"The NikeCourt Air Zoom Vapor X has an updated Dynamic Fit system with a full-length foot frame to provide ultimate lateral control. Its new generative outsole combined with a Zoom Air unit provides a lightweight, responsive feel on the court.",3.3,13
Nike Bella Kai,AO3622-006,10995.0,1995,Nike,"The Nike Bella Kai Flip Flop delivers the underfoot comfort of dual-density foam in a casual flip flop, ideal for all-day wear in warm weather. Soft, lined straps provide a secure fit, while the herringbone texture on the footbed and outsole add grip instead of slip.",0.0,0
Nike Mercurial Vapor 13 Club Neymar Jr. MG,AT7967-104,10995.0,5495,Nike,The Nike Mercurial Vapor 13 Club Neymar Jr. MG wraps your foot for streamlined speed. A versatile multi-ground plate provides traction on natural- and artificial-grass surfaces.,0.0,0
Nike Mercurial Vapor 13 Club Neymar Jr. TF,AT8000-104,10995.0,5495,Nike,"The Nike Mercurial Vapor 13 Club Neymar Jr. TF is built for fast-paced play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial surfaces.",0.0,0
Nike Mercurial Vapor 13 Elite Neymar Jr. FG,AT7898-104,10995.0,22995,Nike,"Building on the 360 innovation of the 12, the Nike Mercurial Vapor 13 Elite Neymar Jr. FG adds a Nike Aerowtrac zone to the forefoot and a slightly stiffer chassis to help supercharge traction. Inside, an insole with NikeGrip technology provides maximum interior traction underfoot and lightweight cushioning.",0.0,0
Nike Mercurial Vapor 13 Academy Neymar Jr. TF,AT7995-104,10995.0,7995,Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy Neymar Jr. TF wraps your foot for a second-skin fit, while the rubber outsole helps super-charge traction on artificial turf.",0.0,0
Nike Mercurial Vapor 13 Academy Neymar Jr. MG,AT7960-104,10995.0,7995,Nike,The Nike Mercurial Vapor 13 Academy Neymar Jr. MG is built for fast play and adds a versatile multi-ground plate that provides traction on natural- and artificial-grass surfaces.,0.0,0
LeBron 17,BQ3177-100,10995.0,16995,Nike,The LeBron 17 harnesses LeBron's strength and speed with containment and support for all-court domination. It features a lightweight mix of knit and heat-moulded yarns that gives each one a durable look and feel. Combined cushioning provides LeBron with the impact support and responsive energy return he needs to power through the long season.,4.5,47
Nike Benassi,343881-412,10995.0,2495,Nike,The Nike Benassi Women's Slide features a lined upper with a bold logo for plush comfort and an athletic look. A foam midsole and outsole provide lightweight impact protection.,4.3,12
Nike Air Max Dia Icon Clash,AQ4312-107,8995.0,5397,Nike,"The Nike Air Max Dia Icon Clash delivers a lifted look and airy aesthetic in a sleek shape. The minimal upper modernises the look, while a Max Air unit, surrounded by clear TPU, is amplified even further by an exaggerated midsole for a boost of style.",4.6,23
Air Jordan XXXIV PF,BQ3381-600,10995.0,14995,Nike,"The Air Jordan XXXIV PF continues the legacy of a cultural icon. Light, responsive and sculpted with aerodynamic precision, it combines a boldly unconventional midsole with herringbone traction to merge innovative and iconic design elements.",5.0,2
LeBron Witness 4 EP,CD0188-101,10995.0,7995,Nike,"Be a force on the court in the LeBron Witness 4: a great fit for powerful players who want good ankle support from a shoe that still feels light. Durably built for playing on outdoor courts, its sculpted, padded collar and exterior heel counter provide a stable fit, while visible cushioning units under the forefoot return energy with every step.",0.0,0
Nike Air Zoom Winflo 5,AA7406-006,7995.0,6397,Nike,"The Nike Air Zoom Winflo 5 Men's Running Shoe provides a responsive ride and durable, multi-surface traction underfoot. Up top, engineered mesh delivers support and breathability where you need them, while an inner sleeve gives you a comfortable, sock-like fit as you hit your stride.",3.0,6
Nike Air Max 90,CD0917-300,11995.0,7197,Nike,"With the Nike Air Max 90, a legendary shoe gets a luxe material treatment and brash colour palette with a history all of its own. Here, the Air Max 90 silhouette is clad in premium all-over suede with ballistic mesh accents to keep it breathable. This vibrant palette of saturated colours was made famous in the original Viotech release, which launched exclusively in Japan in the early 2000s. The head-turners have another classic to admire.",3.2,5
PG 3 NASA,CI2666-400,9995.0,7997,Nike,"Paul George's moon shot took him from Palmdale to basketball stardom, and now he's heading to new heights. This space-themed version of the PG 3 offers sensational traction, springy responsiveness and lightweight containment for seamless moves between offence and defence.",3.7,11
Nike React Sertu,AT5301-003,10995.0,12995,Nike,"Emerging from The 10th, a new label that crosses tried-and-true workwear with Nike innovation, the Nike React Sertu blends handcrafted features with modern, technical elements. Borrowing elements from traditional moccasins and adding a touch of military-inspired detailing, it mixes utility with wearability, bringing a bold new look to the streets.",5.0,2
Nike React Element 55 SE,CD2153-001,10995.0,10995,Nike,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, adds premium details and places it all on Nike React technology.",5.0,1
Nike SB Zoom Stefan Janoski Mid RM,AT7324-001,7995.0,6397,Nike,"The Nike SB Zoom Stefan Janoski Mid RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",5.0,1
Nike Zoom Rival Fly 2,CJ0710-004,10995.0,7995,Nike,The Nike Zoom Rival Fly features a futuristic look with cushioning in the forefoot that gives you a responsive feel. Flex grooves underneath optimise toe-off and soft foam cushions your stride.,0.0,0
Nike Precision 4,CK1069-001,10995.0,5495,Nike,"The quicker players are in and out of cuts, the easier it is to keep the defence off balance. The Nike Precision 4 combines a racer look with a low-profile design, so you can make the most of your speed and agility during games.",0.0,0
Nike Renew Run Special Edition,CT3509-001,10995.0,7995,Nike,"The Nike Renew Run Special Edition keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go. Regrind material in the outsole mixes with a speckled print for a premium design.",0.0,0
Kyrie Flytrap 3 EP,CD0191-009,10995.0,6495,Nike,"Built for Kyrie Irving's incomparably quick game, the Kyrie Flytrap 3 EP combines full-foot support and containment, responsive cushioning and an aggressive outsole that's contoured for seamless movement through impossibly tight lanes.",0.0,0
Nike Mercurial Vapor 13 Club Neymar Jr IC,AT7998-104,10995.0,5495,Nike,The Nike Mercurial Vapor 13 Club Neymar Jr IC Shoe has a low-profile Dynamic Fit collar and synthetic material that wraps your foot for streamlined speed.,0.0,0
Nike Air Max Alpha Savage,AT3378-471,10995.0,8995,Nike,"The Nike Air Max Alpha Savage invokes Air Max style, stability and comfort in a modern design. Webbing integrates with the laces for midfoot containment, while Max Air cushioning delivers responsive comfort during your most intense workouts.",4.2,5
Jordan Max 200,CD6105-007,10995.0,10495,Nike,"With design elements inspired by the Air Jordan 4, the Jordan Max 200 brings a new level of Air to Jordan, for details anchored in legacy and comfort made for the future.",0.0,0
Nike React Vision,CD4373-001,10995.0,10995,Nike,"The Nike React Vision is a story of surreal comfort. Layered textures, shapes and vivid colours are combined in a design influenced by the exaggerated world of our dreams, while React foam and an ultra-plush tongue provide surreal comfort. DIMSIX on the tongue tab rises high off the collar to add just a touch of Nike's own origin story.",4.7,3
Nike Phantom Vision 2 Club Dynamic Fit TF,CD4173-606,10995.0,5995,Nike,"The Nike Phantom Vision 2 Club Dynamic Fit TF provides precise touch to win. A foot-hugging inner sleeve combines with a textured synthetic leather outer layer to create a boot for the finishers, the providers and the battlers of tomorrow's game.",0.0,0
Jordan Trunner NXT React,AV1201-600,10995.0,11995,Nike,"Ready for the toughest workouts, the Jordan Trunner NXT features incredibly responsive cushioning and a breathable, lightweight upper.",5.0,3
Kyrie Low 2,AV6337-003,10995.0,9495,Nike,"Kyrie's ability to make quick, sharp cuts while handling the ball gives his game an unrivalled edge. Loaded with responsive cushioning, the Kyrie Low 2 features a curved outsole and traction that wraps up the sides, ideal for quick players who continually work the angles to break down the defence.",4.5,4
Nike Zoom Pegasus Turbo 2,CN6928-300,10995.0,15995,Nike,"The Nike Zoom Pegasus Turbo 2 Hakone is updated with a feather-light upper, while energy-returning foam brings revolutionary responsiveness to your long distance training.",4.0,4
Nike React Infinity Run Flyknit,CD4372-004,10995.0,13995,Nike,,4.2,29
Nike Tiempo Legend 8 Academy MG,AT5292-606,10995.0,6495,Nike,The Nike Tiempo Legend 8 Academy MG takes the legendary touch of calfskin leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,2.0,1
Kyrie 5,AQ2456-007,10995.0,8495,Nike,"Responsive and supportive, the Kyrie 5 is made with a soft midsole for responsive cushioning and a curved outsole for multi-directional traction.",5.0,3
Nike Flex 2020 RN,CJ0217-001,10995.0,6995,Nike,"The Nike Flex 2020 RN features a mesh upper for an adaptive fit that helps lock you in for your route. Ideal for short runs, it keeps your foot cushioned and comfortable.",0.0,0
Nike Air Force 1 '07,315122-001,10995.0,7295,Nike,"Hoops in the park, Sunday BBQs and sunshine. The radiance lives on in the Nike Air Force 1 '07, the b-ball OG that puts a fresh spin on what you know best: crisp leather in an all-black colourway for a statement look on and off the court.",4.5,78
Nike SB Chron Solarsoft Premium,CK0980-002,10995.0,5995,Nike,The Nike SB Chron Solarsoft Premium makes a statement with a fresh print. You'll get the same flexible comfort you love with a touch of something extra.,0.0,0
LeBron Soldier 13 SFG,AR4225-003,11995.0,9597,Nike,"LeBron works hard in the offseason, getting stronger and fine-tuning his already devastating skills. Inspired by his dedication and commitment to inclusivity, the Soldier 13 SFG combines LeBron-tested cushioning, containment and support with a wide, flexible collar and lace-free closure that lets all players get in and out of the shoe with ease.",4.2,6
NikeCourt Air Max Vapor Wing Premium,CT3890-101,10995.0,7995,Nike,"The NikeCourt Air Max Vapor Wing Premium is the perfect pairing of style and comfort. Soft leather elevates your look, while a visible Max Air unit cushions every step.",0.0,0
Nike Mercurial Vapor 13 Club TF,AT7999-414,4995.0,3497,Nike,"The Nike Mercurial Vapor 13 Club TF is built for high-speed play. A synthetic upper wraps your foot for streamlined speed, while rubber studs give you the traction you need on artificial-turf surfaces.",0.0,0
Nike Phantom Vision 2 Elite Dynamic Fit FG,CD4161-606,10995.0,22995,Nike,"The Nike Phantom Vision 2 Elite Dynamic Fit FG brings a new level of fierce precision to the field. A foot-hugging inner sleeve is concealed in a textured Flyknit outer layer to create a boot for the finishers, the providers and the battlers of tomorrow's game.",5.0,1
Nike Air Skarn,CD2189-002,9995.0,6997,Nike,"Hiking shoes don't need to be big and bulky, and the Nike Air Skarn proves it. Originally launched in 1997, this reintroduction of a classic is lightweight, comfortable and tougher than it looks.",4.5,2
